unix_s,memory_current,memory_peak,process_count,rss_total_kib,codex_process_count,codex_rss_kib,mcp_process_count,mcp_rss_kib,anon,file,kernel,kernel_stack,pagetables,sock,slab,slab_reclaimable,slab_unreclaimable
1786204024.913383,562614272,717320192,15,1097972,10,986160,0,0,233914368,305942528,20045824,5881856,7430144,8192,6059512,1757880,4301632
1786204025.165128,562003968,717320192,15,1097964,10,986152,0,0,233914368,305942528,20045824,5881856,7430144,8192,6059512,1757880,4301632
1786204025.417066,563343360,717320192,15,1098216,10,986308,0,0,234127360,305954816,20029440,5881856,7421952,8192,6040872,1758080,4282792
1786204025.668860,563015680,717320192,15,1098200,10,986292,0,0,234127360,305954816,20029440,5881856,7421952,8192,6040872,1758080,4282792
1786204025.920530,562696192,717320192,15,1098228,10,986316,0,0,234127360,305954816,20029440,5881856,7421952,8192,6040872,1758080,4282792
1786204026.172168,563724288,717320192,15,1098640,10,986728,0,0,234561536,305958912,20017152,5881856,7421952,8192,6039248,1757040,4282208
1786204026.423790,523472896,717320192,13,906736,8,794816,0,0,196673536,305963008,17608704,5226496,6217728,8192,5591360,1743520,3847840
1786204026.675240,522989568,717320192,13,906768,8,794844,0,0,196673536,305963008,17608704,5226496,6217728,8192,5591360,1743520,3847840
1786204026.926941,522412032,717320192,13,906756,8,794832,0,0,196706304,305967104,17563648,5226496,6213632,8192,5558080,1740168,3817912
1786204027.178695,524374016,717320192,14,919184,8,795476,0,0,197435392,305971200,17858560,5259264,6410240,8192,5612456,1740496,3871960
1786204027.430339,525389824,717320192,14,919316,8,795612,0,0,197668864,305979392,18550784,5275648,7008256,8192,5690560,1740496,3950064
1786204027.681623,523497472,717320192,13,907568,8,795628,0,0,197128192,305979392,17559552,5226496,6213632,8192,5558096,1737888,3820208
1786204027.932945,525234176,717320192,14,919396,8,795660,0,0,197738496,305979392,18292736,5275648,6766592,8192,5679264,1739456,3939808
1786204028.184742,524603392,717320192,13,908048,8,796096,0,0,197619712,305979392,17567744,5226496,6213632,12288,5558600,1738928,3819672
1786204028.436371,523694080,717320192,13,907984,8,796032,0,0,197619712,305979392,17567744,5226496,6213632,12288,5558600,1738928,3819672
1786204028.688313,523632640,717320192,13,907984,8,796032,0,0,197554176,305979392,17563648,5226496,6213632,8192,5555624,1738928,3816696
1786204028.940063,523575296,717320192,13,907984,8,796032,0,0,197554176,305979392,17563648,5226496,6213632,8192,5555624,1738928,3816696
1786204029.191468,523329536,717320192,13,907984,8,796032,0,0,197554176,305979392,17563648,5226496,6213632,8192,5555624,1738928,3816696
1786204029.442924,524439552,717320192,13,908072,8,796120,0,0,197644288,305979392,17707008,5210112,6275072,16384,5648264,1744168,3904096
1786204029.694352,524660736,717320192,13,908140,8,796188,0,0,197644288,305979392,17707008,5210112,6275072,16384,5648264,1744168,3904096
1786204029.946103,524173312,717320192,13,908132,8,796180,0,0,197705728,305979392,18411520,5210112,6967296,20480,5645056,1739968,3905088
1786204030.197400,523689984,717320192,13,908208,8,796256,0,0,197783552,305979392,17530880,5210112,6213632,8192,5545920,1738928,3806992
1786204030.448736,523620352,717320192,13,908208,8,796256,0,0,197783552,305979392,17530880,5210112,6213632,8192,5545920,1738928,3806992
1786204030.700344,523366400,717320192,13,908208,8,796256,0,0,197783552,305979392,17530880,5210112,6213632,8192,5545920,1738928,3806992
1786204030.951945,523382784,717320192,13,908208,8,796256,0,0,197783552,305979392,17530880,5210112,6213632,8192,5545920,1738928,3806992
1786204031.203320,523243520,717320192,13,908208,8,796256,0,0,197783552,305979392,17530880,5210112,6213632,8192,5545920,1738928,3806992
1786204031.455296,532029440,717320192,16,929300,8,796404,0,0,203993088,305983488,18313216,5275648,6463488,12288,5999800,1834944,4164856
1786204031.706954,524734464,717320192,13,908256,8,796300,0,0,197832704,305983488,17625088,5210112,6213632,8192,5629856,1740368,3889488
1786204031.958679,524537856,717320192,13,908256,8,796300,0,0,197832704,305983488,17625088,5210112,6213632,8192,5629856,1740368,3889488
1786204032.210440,524410880,717320192,13,908336,8,796380,0,0,197832704,305983488,17625088,5210112,6213632,8192,5629856,1740368,3889488
1786204032.462083,524341248,717320192,13,908336,8,796380,0,0,197914624,305983488,17616896,5210112,6217728,8192,5619464,1739328,3880136
1786204032.713826,524341248,717320192,13,908336,8,796380,0,0,197914624,305983488,17616896,5210112,6217728,8192,5619464,1739328,3880136
1786204032.965688,524107776,717320192,13,908336,8,796380,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204033.217228,523853824,717320192,13,908336,8,796380,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204033.468600,523853824,717320192,13,908336,8,796380,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204033.719936,524115968,717320192,13,908344,8,796388,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204033.971376,524029952,717320192,13,908344,8,796388,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204034.222782,524537856,717320192,13,908356,8,796400,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204034.474437,524451840,717320192,13,908356,8,796400,0,0,197914624,305983488,17584128,5193728,6217728,8192,5611752,1739328,3872424
1786204034.726163,530427904,717320192,14,917724,8,796476,0,0,203059200,305987584,18022400,5193728,6578176,8192,5676720,1790640,3886080
1786204034.977650,525070336,717320192,13,908572,8,796612,0,0,198156288,305987584,17596416,5177344,6221824,8192,5632016,1741352,3890664
1786204035.229183,525426688,717320192,13,908524,8,796564,0,0,198156288,305987584,17596416,5177344,6221824,8192,5632016,1741352,3890664
1786204035.480720,524394496,717320192,13,908524,8,796564,0,0,198107136,305987584,17588224,5177344,6221824,8192,5628376,1740312,3888064
1786204035.732166,524177408,717320192,13,908524,8,796564,0,0,198107136,305987584,17588224,5177344,6221824,8192,5628376,1740312,3888064
1786204035.984023,523812864,717320192,13,908528,8,796568,0,0,198107136,305987584,17588224,5177344,6221824,8192,5625896,1740312,3885584
1786204036.236223,538869760,717320192,19,949936,8,797408,0,0,209637376,305991680,19705856,5324800,7086080,16384,6690608,1938576,4752032
